,COUNTDATE,YEAR,COUNTLOCATION,FISHCOUNT
15100,1990-07-17 00:00:00,1990,Egegik River,23718.0
15101,1990-07-18 00:00:00,1990,Egegik River,13254.0
15102,1990-07-19 00:00:00,1990,Egegik River,13890.0
15103,1990-07-20 00:00:00,1990,Egegik River,15612.0
15104,1990-07-21 00:00:00,1990,Egegik River,5874.0
15105,1990-07-22 00:00:00,1990,Egegik River,5034.0
15106,1990-07-23 00:00:00,1990,Egegik River,4056.0
15107,1990-07-24 00:00:00,1990,Egegik River,3852.0
15108,1990-07-25 00:00:00,1990,Egegik River,1872.0
15109,1990-07-05 00:00:00,1990,Eshamy Creek,0.0
15110,1990-07-06 00:00:00,1990,Eshamy Creek,0.0
15111,1990-07-07 00:00:00,1990,Eshamy Creek,0.0
15112,1990-07-08 00:00:00,1990,Eshamy Creek,35.0
15113,1990-07-08 00:00:00,1990,Eshamy Creek,35.0
15114,1990-07-09 00:00:00,1990,Eshamy Creek,18.0
15115,1990-07-09 00:00:00,1990,Eshamy Creek,18.0
15116,1990-07-10 00:00:00,1990,Eshamy Creek,4.0
15117,1990-07-10 00:00:00,1990,Eshamy Creek,4.0
15118,1990-07-11 00:00:00,1990,Eshamy Creek,2.0
15119,1990-07-11 00:00:00,1990,Eshamy Creek,2.0
15120,1990-07-12 00:00:00,1990,Eshamy Creek,0.0
15121,1990-07-13 00:00:00,1990,Eshamy Creek,46.0
15122,1990-07-13 00:00:00,1990,Eshamy Creek,46.0
15123,1990-07-14 00:00:00,1990,Eshamy Creek,1.0
15124,1990-07-14 00:00:00,1990,Eshamy Creek,1.0
15125,1990-07-15 00:00:00,1990,Eshamy Creek,2.0
15126,1990-07-15 00:00:00,1990,Eshamy Creek,2.0
15127,1990-07-16 00:00:00,1990,Eshamy Creek,3.0
15128,1990-07-16 00:00:00,1990,Eshamy Creek,3.0
15129,1990-07-17 00:00:00,1990,Eshamy Creek,0.0
15130,1990-07-18 00:00:00,1990,Eshamy Creek,21.0
15131,1990-07-18 00:00:00,1990,Eshamy Creek,21.0
15132,1990-07-19 00:00:00,1990,Eshamy Creek,21.0
15133,1990-07-19 00:00:00,1990,Eshamy Creek,21.0
15134,1990-07-20 00:00:00,1990,Eshamy Creek,51.0
15135,1990-07-20 00:00:00,1990,Eshamy Creek,51.0
15136,1990-07-21 00:00:00,1990,Eshamy Creek,44.0
15137,1990-07-21 00:00:00,1990,Eshamy Creek,44.0
15138,1990-07-22 00:00:00,1990,Eshamy Creek,9.0
15139,1990-07-22 00:00:00,1990,Eshamy Creek,9.0
15140,1990-07-23 00:00:00,1990,Eshamy Creek,6.0
15141,1990-07-23 00:00:00,1990,Eshamy Creek,6.0
15142,1990-07-24 00:00:00,1990,Eshamy Creek,17.0
15143,1990-07-24 00:00:00,1990,Eshamy Creek,17.0
15144,1990-07-25 00:00:00,1990,Eshamy Creek,12.0
15145,1990-07-25 00:00:00,1990,Eshamy Creek,12.0
15146,1990-07-26 00:00:00,1990,Eshamy Creek,99.0
15147,1990-07-26 00:00:00,1990,Eshamy Creek,99.0
15148,1990-07-27 00:00:00,1990,Eshamy Creek,443.0
15149,1990-07-27 00:00:00,1990,Eshamy Creek,443.0
15150,1990-07-28 00:00:00,1990,Eshamy Creek,854.0
15151,1990-07-28 00:00:00,1990,Eshamy Creek,854.0
15152,1990-07-29 00:00:00,1990,Eshamy Creek,85.0
15153,1990-07-29 00:00:00,1990,Eshamy Creek,85.0
15154,1990-07-30 00:00:00,1990,Eshamy Creek,888.0
15155,1990-07-30 00:00:00,1990,Eshamy Creek,888.0
15156,1990-07-31 00:00:00,1990,Eshamy Creek,563.0
15157,1990-07-31 00:00:00,1990,Eshamy Creek,563.0
15158,1990-08-01 00:00:00,1990,Eshamy Creek,189.0
15159,1990-08-01 00:00:00,1990,Eshamy Creek,189.0
15160,1990-08-02 00:00:00,1990,Eshamy Creek,364.0
15161,1990-08-02 00:00:00,1990,Eshamy Creek,364.0
15162,1990-08-03 00:00:00,1990,Eshamy Creek,359.0
15163,1990-08-03 00:00:00,1990,Eshamy Creek,359.0
15164,1990-08-04 00:00:00,1990,Eshamy Creek,578.0
15165,1990-08-04 00:00:00,1990,Eshamy Creek,578.0
15166,1990-08-05 00:00:00,1990,Eshamy Creek,272.0
15167,1990-08-05 00:00:00,1990,Eshamy Creek,272.0
15168,1990-08-06 00:00:00,1990,Eshamy Creek,0.0
15169,1990-08-07 00:00:00,1990,Eshamy Creek,0.0
15170,1990-08-08 00:00:00,1990,Eshamy Creek,30.0
15171,1990-08-08 00:00:00,1990,Eshamy Creek,30.0
15172,1990-08-09 00:00:00,1990,Eshamy Creek,757.0
15173,1990-08-09 00:00:00,1990,Eshamy Creek,757.0
15174,1990-08-10 00:00:00,1990,Eshamy Creek,2230.0
15175,1990-08-10 00:00:00,1990,Eshamy Creek,2230.0
15176,1990-08-11 00:00:00,1990,Eshamy Creek,968.0
15177,1990-08-11 00:00:00,1990,Eshamy Creek,968.0
15178,1990-08-12 00:00:00,1990,Eshamy Creek,1190.0
15179,1990-08-12 00:00:00,1990,Eshamy Creek,1190.0
15180,1990-08-13 00:00:00,1990,Eshamy Creek,1377.0
15181,1990-08-13 00:00:00,1990,Eshamy Creek,1377.0
15182,1990-08-14 00:00:00,1990,Eshamy Creek,633.0
15183,1990-08-14 00:00:00,1990,Eshamy Creek,633.0
15184,1990-08-15 00:00:00,1990,Eshamy Creek,242.0
15185,1990-08-15 00:00:00,1990,Eshamy Creek,242.0
15186,1990-08-16 00:00:00,1990,Eshamy Creek,495.0
15187,1990-08-16 00:00:00,1990,Eshamy Creek,495.0
15188,1990-08-17 00:00:00,1990,Eshamy Creek,94.0
15189,1990-08-17 00:00:00,1990,Eshamy Creek,94.0
15190,1990-08-18 00:00:00,1990,Eshamy Creek,305.0
15191,1990-08-18 00:00:00,1990,Eshamy Creek,305.0
15192,1990-08-19 00:00:00,1990,Eshamy Creek,481.0
15193,1990-08-19 00:00:00,1990,Eshamy Creek,481.0
15194,1990-08-20 00:00:00,1990,Eshamy Creek,150.0
15195,1990-08-20 00:00:00,1990,Eshamy Creek,150.0
15196,1990-08-21 00:00:00,1990,Eshamy Creek,155.0
15197,1990-08-21 00:00:00,1990,Eshamy Creek,155.0
15198,1990-08-22 00:00:00,1990,Eshamy Creek,55.0
15199,1990-08-22 00:00:00,1990,Eshamy Creek,55.0
15200,1990-08-23 00:00:00,1990,Eshamy Creek,13.0
15201,1990-08-23 00:00:00,1990,Eshamy Creek,13.0
15202,1990-08-24 00:00:00,1990,Eshamy Creek,0.0
15203,1990-08-25 00:00:00,1990,Eshamy Creek,8.0
15204,1990-08-25 00:00:00,1990,Eshamy Creek,8.0
15205,1990-08-26 00:00:00,1990,Eshamy Creek,0.0
15206,1990-08-27 00:00:00,1990,Eshamy Creek,11.0
15207,1990-08-27 00:00:00,1990,Eshamy Creek,11.0
15208,1990-08-28 00:00:00,1990,Eshamy Creek,4.0
15209,1990-08-28 00:00:00,1990,Eshamy Creek,4.0
15210,1990-08-29 00:00:00,1990,Eshamy Creek,7.0
15211,1990-08-29 00:00:00,1990,Eshamy Creek,7.0
15212,1990-08-30 00:00:00,1990,Eshamy Creek,0.0
15213,1990-06-22 00:00:00,1990,Igushik River,6.0
15214,1990-06-23 00:00:00,1990,Igushik River,714.0
15215,1990-06-24 00:00:00,1990,Igushik River,942.0
15216,1990-06-25 00:00:00,1990,Igushik River,636.0
15217,1990-06-26 00:00:00,1990,Igushik River,2478.0
15218,1990-06-27 00:00:00,1990,Igushik River,4290.0
15219,1990-06-28 00:00:00,1990,Igushik River,3684.0
15220,1990-06-29 00:00:00,1990,Igushik River,2580.0
15221,1990-06-30 00:00:00,1990,Igushik River,2196.0
15222,1990-07-01 00:00:00,1990,Igushik River,3072.0
15223,1990-07-02 00:00:00,1990,Igushik River,6726.0
15224,1990-07-03 00:00:00,1990,Igushik River,10572.0
15225,1990-07-04 00:00:00,1990,Igushik River,32418.0
15226,1990-07-05 00:00:00,1990,Igushik River,42786.0
15227,1990-07-06 00:00:00,1990,Igushik River,37356.0
15228,1990-07-07 00:00:00,1990,Igushik River,28176.0
15229,1990-07-08 00:00:00,1990,Igushik River,39876.0
15230,1990-07-09 00:00:00,1990,Igushik River,31944.0
15231,1990-07-10 00:00:00,1990,Igushik River,31536.0
15232,1990-07-11 00:00:00,1990,Igushik River,13140.0
15233,1990-07-12 00:00:00,1990,Igushik River,16434.0
15234,1990-07-13 00:00:00,1990,Igushik River,13764.0
15235,1990-07-14 00:00:00,1990,Igushik River,7416.0
15236,1990-07-15 00:00:00,1990,Igushik River,6222.0
15237,1990-07-16 00:00:00,1990,Igushik River,7620.0
15238,1990-07-17 00:00:00,1990,Igushik River,4200.0
15239,1990-07-18 00:00:00,1990,Igushik River,4170.0
15240,1990-07-19 00:00:00,1990,Igushik River,3936.0
15241,1990-07-20 00:00:00,1990,Igushik River,2910.0
15242,1990-07-21 00:00:00,1990,Igushik River,2244.0
15243,1990-07-22 00:00:00,1990,Igushik River,1284.0
15244,1990-07-23 00:00:00,1990,Igushik River,474.0
15245,1990-06-25 00:00:00,1990,Kvichak River,942.0
15246,1990-06-26 00:00:00,1990,Kvichak River,1110.0
15247,1990-06-27 00:00:00,1990,Kvichak River,1350.0
15248,1990-06-28 00:00:00,1990,Kvichak River,2232.0
15249,1990-06-29 00:00:00,1990,Kvichak River,2694.0
15250,1990-06-30 00:00:00,1990,Kvichak River,31104.0
15251,1990-07-01 00:00:00,1990,Kvichak River,6228.0
15252,1990-07-02 00:00:00,1990,Kvichak River,173064.0
15253,1990-07-03 00:00:00,1990,Kvichak River,606654.0
15254,1990-07-04 00:00:00,1990,Kvichak River,586980.0
15255,1990-07-05 00:00:00,1990,Kvichak River,461508.0
15256,1990-07-06 00:00:00,1990,Kvichak River,525504.0
15257,1990-07-07 00:00:00,1990,Kvichak River,502110.0
15258,1990-07-08 00:00:00,1990,Kvichak River,607410.0
15259,1990-07-09 00:00:00,1990,Kvichak River,552180.0
15260,1990-07-10 00:00:00,1990,Kvichak River,630690.0
15261,1990-07-11 00:00:00,1990,Kvichak River,389130.0
15262,1990-07-12 00:00:00,1990,Kvichak River,307350.0
15263,1990-07-13 00:00:00,1990,Kvichak River,414600.0
15264,1990-07-14 00:00:00,1990,Kvichak River,405150.0
15265,1990-07-15 00:00:00,1990,Kvichak River,210108.0
15266,1990-07-16 00:00:00,1990,Kvichak River,91980.0
15267,1990-07-17 00:00:00,1990,Kvichak River,93360.0
15268,1990-07-18 00:00:00,1990,Kvichak River,70434.0
15269,1990-07-19 00:00:00,1990,Kvichak River,58692.0
15270,1990-07-20 00:00:00,1990,Kvichak River,48510.0
15271,1990-07-21 00:00:00,1990,Kvichak River,46056.0
15272,1990-07-22 00:00:00,1990,Kvichak River,48876.0
15273,1990-07-23 00:00:00,1990,Kvichak River,38748.0
15274,1990-07-24 00:00:00,1990,Kvichak River,26706.0
15275,1990-07-25 00:00:00,1990,Kvichak River,28560.0
15276,1990-07-03 00:00:00,1990,Ugashik River,474.0
15277,1990-07-04 00:00:00,1990,Ugashik River,774.0
15278,1990-07-05 00:00:00,1990,Ugashik River,1404.0
15279,1990-07-06 00:00:00,1990,Ugashik River,2484.0
15280,1990-07-07 00:00:00,1990,Ugashik River,816.0
15281,1990-07-08 00:00:00,1990,Ugashik River,11316.0
15282,1990-07-09 00:00:00,1990,Ugashik River,21192.0
15283,1990-07-10 00:00:00,1990,Ugashik River,28512.0
15284,1990-07-11 00:00:00,1990,Ugashik River,52932.0
15285,1990-07-12 00:00:00,1990,Ugashik River,88320.0
15286,1990-07-13 00:00:00,1990,Ugashik River,119148.0
15287,1990-07-14 00:00:00,1990,Ugashik River,98910.0
15288,1990-07-15 00:00:00,1990,Ugashik River,55200.0
15289,1990-07-16 00:00:00,1990,Ugashik River,51414.0
15290,1990-07-17 00:00:00,1990,Ugashik River,32592.0
15291,1990-07-18 00:00:00,1990,Ugashik River,57162.0
15292,1990-07-19 00:00:00,1990,Ugashik River,29988.0
15293,1990-07-20 00:00:00,1990,Ugashik River,15666.0
15294,1990-07-21 00:00:00,1990,Ugashik River,13992.0
15295,1990-07-22 00:00:00,1990,Ugashik River,7428.0
15296,1990-07-23 00:00:00,1990,Ugashik River,2604.0
15297,1990-07-24 00:00:00,1990,Ugashik River,4470.0
15298,1990-07-25 00:00:00,1990,Ugashik River,3018.0
15299,1990-07-26 00:00:00,1990,Ugashik River,3438.0
15300,1990-07-27 00:00:00,1990,Ugashik River,7104.0
15301,1990-07-28 00:00:00,1990,Ugashik River,9870.0
15302,1990-07-29 00:00:00,1990,Ugashik River,9810.0
15303,1990-06-20 00:00:00,1990,Wood River,72.0
15304,1990-06-21 00:00:00,1990,Wood River,6.0
15305,1990-06-22 00:00:00,1990,Wood River,1770.0
15306,1990-06-23 00:00:00,1990,Wood River,1554.0
15307,1990-06-24 00:00:00,1990,Wood River,1032.0
15308,1990-06-25 00:00:00,1990,Wood River,198.0
15309,1990-06-26 00:00:00,1990,Wood River,366.0
15310,1990-06-27 00:00:00,1990,Wood River,186.0
15311,1990-06-28 00:00:00,1990,Wood River,702.0
15312,1990-06-29 00:00:00,1990,Wood River,1590.0
15313,1990-06-30 00:00:00,1990,Wood River,5976.0
15314,1990-07-01 00:00:00,1990,Wood River,24336.0
15315,1990-07-02 00:00:00,1990,Wood River,81840.0
15316,1990-07-03 00:00:00,1990,Wood River,102726.0
15317,1990-07-04 00:00:00,1990,Wood River,50046.0
15318,1990-07-05 00:00:00,1990,Wood River,11544.0
15319,1990-07-06 00:00:00,1990,Wood River,131622.0
15320,1990-07-07 00:00:00,1990,Wood River,361104.0
15321,1990-07-08 00:00:00,1990,Wood River,126630.0
15322,1990-07-09 00:00:00,1990,Wood River,23898.0
15323,1990-07-10 00:00:00,1990,Wood River,25830.0
15324,1990-07-11 00:00:00,1990,Wood River,21732.0
15325,1990-07-12 00:00:00,1990,Wood River,29628.0
15326,1990-07-13 00:00:00,1990,Wood River,26508.0
15327,1990-07-14 00:00:00,1990,Wood River,13326.0
15328,1990-07-15 00:00:00,1990,Wood River,7650.0
15329,1990-07-16 00:00:00,1990,Wood River,9042.0
15330,1990-07-17 00:00:00,1990,Wood River,3486.0
15331,1990-07-18 00:00:00,1990,Wood River,2298.0
15332,1990-07-19 00:00:00,1990,Wood River,1740.0
15333,1990-07-20 00:00:00,1990,Wood River,1002.0
15334,1990-07-07 00:00:00,1990,Yentna River,300.0
15335,1990-07-08 00:00:00,1990,Yentna River,363.0
15336,1990-07-09 00:00:00,1990,Yentna River,414.0
15337,1990-07-10 00:00:00,1990,Yentna River,371.0
15338,1990-07-11 00:00:00,1990,Yentna River,333.0
15339,1990-07-12 00:00:00,1990,Yentna River,244.0
15340,1990-07-13 00:00:00,1990,Yentna River,196.0
15341,1990-07-14 00:00:00,1990,Yentna River,224.0
15342,1990-07-15 00:00:00,1990,Yentna River,184.0
15343,1990-07-16 00:00:00,1990,Yentna River,221.0
15344,1990-07-17 00:00:00,1990,Yentna River,220.0
15345,1990-07-18 00:00:00,1990,Yentna River,484.0
15346,1990-07-19 00:00:00,1990,Yentna River,11136.0
15347,1990-07-20 00:00:00,1990,Yentna River,15811.0
15348,1990-07-21 00:00:00,1990,Yentna River,9342.0
15349,1990-07-22 00:00:00,1990,Yentna River,6035.0
15350,1990-07-23 00:00:00,1990,Yentna River,7794.0
15351,1990-07-24 00:00:00,1990,Yentna River,9762.0
15352,1990-07-25 00:00:00,1990,Yentna River,7422.0
15353,1990-07-26 00:00:00,1990,Yentna River,9547.0
15354,1990-07-27 00:00:00,1990,Yentna River,13113.0
15355,1990-07-28 00:00:00,1990,Yentna River,9500.0
15356,1990-07-29 00:00:00,1990,Yentna River,4871.0
15357,1990-07-30 00:00:00,1990,Yentna River,3807.0
15358,1990-07-31 00:00:00,1990,Yentna River,4039.0
15359,1990-08-01 00:00:00,1990,Yentna River,4846.0
15360,1990-08-02 00:00:00,1990,Yentna River,6658.0
15361,1990-08-03 00:00:00,1990,Yentna River,5569.0
15362,1990-08-04 00:00:00,1990,Yentna River,2194.0
15363,1990-08-05 00:00:00,1990,Yentna River,1227.0
15364,1990-08-06 00:00:00,1990,Yentna River,1039.0
15365,1990-08-07 00:00:00,1990,Yentna River,942.0
15366,1990-08-08 00:00:00,1990,Yentna River,660.0
15367,1990-08-09 00:00:00,1990,Yentna River,541.0
15368,1990-08-10 00:00:00,1990,Yentna River,229.0
15369,1990-08-11 00:00:00,1990,Yentna River,378.0
15370,1990-08-12 00:00:00,1990,Yentna River,274.0
15371,1990-07-01 00:00:00,1990,Kenai River (late-run sockeye),453.0
15372,1990-07-02 00:00:00,1990,Kenai River (late-run sockeye),629.0
15373,1990-07-03 00:00:00,1990,Kenai River (late-run sockeye),1044.0
15374,1990-07-04 00:00:00,1990,Kenai River (late-run sockeye),6642.0
15375,1990-07-05 00:00:00,1990,Kenai River (late-run sockeye),8959.0
15376,1990-07-06 00:00:00,1990,Kenai River (late-run sockeye),10850.0
15377,1990-07-07 00:00:00,1990,Kenai River (late-run sockeye),6561.0
15378,1990-07-08 00:00:00,1990,Kenai River (late-run sockeye),7097.0
15379,1990-07-09 00:00:00,1990,Kenai River (late-run sockeye),4664.0
15380,1990-07-10 00:00:00,1990,Kenai River (late-run sockeye),1656.0
15381,1990-07-11 00:00:00,1990,Kenai River (late-run sockeye),1290.0
15382,1990-07-12 00:00:00,1990,Kenai River (late-run sockeye),1933.0
15383,1990-07-13 00:00:00,1990,Kenai River (late-run sockeye),2665.0
15384,1990-07-14 00:00:00,1990,Kenai River (late-run sockeye),3469.0
15385,1990-07-15 00:00:00,1990,Kenai River (late-run sockeye),2969.0
15386,1990-07-16 00:00:00,1990,Kenai River (late-run sockeye),4313.0
15387,1990-07-17 00:00:00,1990,Kenai River (late-run sockeye),65286.0
15388,1990-07-18 00:00:00,1990,Kenai River (late-run sockeye),135380.0
15389,1990-07-19 00:00:00,1990,Kenai River (late-run sockeye),62093.0
15390,1990-07-20 00:00:00,1990,Kenai River (late-run sockeye),53797.0
15391,1990-07-21 00:00:00,1990,Kenai River (late-run sockeye),55340.0
15392,1990-07-22 00:00:00,1990,Kenai River (late-run sockeye),14908.0
15393,1990-07-23 00:00:00,1990,Kenai River (late-run sockeye),43626.0
15394,1990-07-24 00:00:00,1990,Kenai River (late-run sockeye),55501.0
15395,1990-07-25 00:00:00,1990,Kenai River (late-run sockeye),91947.0
15396,1990-07-26 00:00:00,1990,Kenai River (late-run sockeye),41513.0
15397,1990-07-27 00:00:00,1990,Kenai River (late-run sockeye),8932.0
15398,1990-07-28 00:00:00,1990,Kenai River (late-run sockeye),13741.0
15399,1990-07-29 00:00:00,1990,Kenai River (late-run sockeye),49708.0
15400,1990-07-30 00:00:00,1990,Kenai River (late-run sockeye),48351.0
15401,1990-07-31 00:00:00,1990,Kenai River (late-run sockeye),19517.0
15402,1990-08-01 00:00:00,1990,Kenai River (late-run sockeye),11230.0
15403,1990-08-02 00:00:00,1990,Kenai River (late-run sockeye),16860.0
15404,1990-08-03 00:00:00,1990,Kenai River (late-run sockeye),33333.0
15405,1990-08-04 00:00:00,1990,Kenai River (late-run sockeye),29196.0
15406,1990-08-05 00:00:00,1990,Kenai River (late-run sockeye),14022.0
15407,1990-08-06 00:00:00,1990,Kenai River (late-run sockeye),12774.0
15408,1990-08-07 00:00:00,1990,Kenai River (late-run sockeye),8108.0
15409,1990-07-03 00:00:00,1990,Togiak River,84.0
15410,1990-07-04 00:00:00,1990,Togiak River,1062.0
15411,1990-07-05 00:00:00,1990,Togiak River,2142.0
15412,1990-07-06 00:00:00,1990,Togiak River,852.0
15413,1990-07-07 00:00:00,1990,Togiak River,516.0
15414,1990-07-08 00:00:00,1990,Togiak River,1206.0
15415,1990-07-09 00:00:00,1990,Togiak River,1950.0
15416,1990-07-10 00:00:00,1990,Togiak River,2220.0
15417,1990-07-11 00:00:00,1990,Togiak River,4344.0
15418,1990-07-12 00:00:00,1990,Togiak River,4770.0
15419,1990-07-13 00:00:00,1990,Togiak River,5424.0
15420,1990-07-14 00:00:00,1990,Togiak River,3384.0
15421,1990-07-15 00:00:00,1990,Togiak River,1392.0
15422,1990-07-16 00:00:00,1990,Togiak River,3414.0
15423,1990-07-17 00:00:00,1990,Togiak River,4164.0
15424,1990-07-18 00:00:00,1990,Togiak River,5328.0
15425,1990-07-19 00:00:00,1990,Togiak River,4122.0
15426,1990-07-20 00:00:00,1990,Togiak River,5118.0
15427,1990-07-21 00:00:00,1990,Togiak River,4728.0
15428,1990-07-22 00:00:00,1990,Togiak River,4998.0
15429,1990-07-23 00:00:00,1990,Togiak River,5244.0
15430,1990-07-24 00:00:00,1990,Togiak River,4824.0
15431,1990-07-25 00:00:00,1990,Togiak River,9414.0
15432,1990-07-26 00:00:00,1990,Togiak River,6660.0
15433,1990-07-27 00:00:00,1990,Togiak River,2832.0
15434,1990-07-28 00:00:00,1990,Togiak River,4284.0
15435,1990-07-29 00:00:00,1990,Togiak River,6282.0
15436,1990-07-30 00:00:00,1990,Togiak River,3642.0
15437,1990-07-31 00:00:00,1990,Togiak River,3708.0
15438,1990-08-01 00:00:00,1990,Togiak River,3702.0
15439,1990-08-02 00:00:00,1990,Togiak River,5370.0
15440,1990-08-03 00:00:00,1990,Togiak River,5136.0
15441,1990-08-04 00:00:00,1990,Togiak River,4056.0
15442,1990-08-05 00:00:00,1990,Togiak River,2118.0
15443,1990-08-06 00:00:00,1990,Togiak River,3084.0
15444,1990-08-07 00:00:00,1990,Togiak River,2046.0
15445,1990-08-08 00:00:00,1990,Togiak River,1620.0
15446,1990-08-09 00:00:00,1990,Togiak River,2904.0
15447,1990-08-10 00:00:00,1990,Togiak River,3833.0
15448,1990-06-06 00:00:00,1990,Nushagak River,74.0
15449,1990-06-07 00:00:00,1990,Nushagak River,75.0
15450,1990-06-08 00:00:00,1990,Nushagak River,168.0
15451,1990-06-09 00:00:00,1990,Nushagak River,531.0
15452,1990-06-10 00:00:00,1990,Nushagak River,184.0
15453,1990-06-11 00:00:00,1990,Nushagak River,131.0
15454,1990-06-12 00:00:00,1990,Nushagak River,109.0
15455,1990-06-13 00:00:00,1990,Nushagak River,293.0
15456,1990-06-14 00:00:00,1990,Nushagak River,203.0
15457,1990-06-15 00:00:00,1990,Nushagak River,2617.0
15458,1990-06-16 00:00:00,1990,Nushagak River,2070.0
15459,1990-06-17 00:00:00,1990,Nushagak River,895.0
15460,1990-06-18 00:00:00,1990,Nushagak River,755.0
15461,1990-06-19 00:00:00,1990,Nushagak River,835.0
15462,1990-06-20 00:00:00,1990,Nushagak River,542.0
15463,1990-06-21 00:00:00,1990,Nushagak River,1374.0
15464,1990-06-22 00:00:00,1990,Nushagak River,11704.0
15465,1990-06-23 00:00:00,1990,Nushagak River,9989.0
15466,1990-06-24 00:00:00,1990,Nushagak River,3689.0
15467,1990-06-25 00:00:00,1990,Nushagak River,1899.0
15468,1990-06-26 00:00:00,1990,Nushagak River,605.0
15469,1990-06-27 00:00:00,1990,Nushagak River,668.0
15470,1990-06-28 00:00:00,1990,Nushagak River,1804.0
15471,1990-06-29 00:00:00,1990,Nushagak River,2267.0
15472,1990-06-30 00:00:00,1990,Nushagak River,1887.0
15473,1990-07-01 00:00:00,1990,Nushagak River,11286.0
15474,1990-07-02 00:00:00,1990,Nushagak River,90941.0
15475,1990-07-03 00:00:00,1990,Nushagak River,57691.0
15476,1990-07-04 00:00:00,1990,Nushagak River,25064.0
15477,1990-07-05 00:00:00,1990,Nushagak River,9701.0
15478,1990-07-06 00:00:00,1990,Nushagak River,36023.0
15479,1990-07-07 00:00:00,1990,Nushagak River,316620.0
15480,1990-07-08 00:00:00,1990,Nushagak River,67023.0
15481,1990-07-09 00:00:00,1990,Nushagak River,12425.0
15482,1990-07-10 00:00:00,1990,Nushagak River,6500.0
15483,1990-07-11 00:00:00,1990,Nushagak River,3185.0
15484,1990-07-12 00:00:00,1990,Nushagak River,8171.0
15485,1990-07-13 00:00:00,1990,Nushagak River,7198.0
15486,1990-07-14 00:00:00,1990,Nushagak River,4246.0
15487,1990-07-15 00:00:00,1990,Nushagak River,3344.0
15488,1990-07-16 00:00:00,1990,Nushagak River,2286.0
15489,1990-07-17 00:00:00,1990,Nushagak River,2234.0
15490,1990-07-18 00:00:00,1990,Nushagak River,1562.0
15491,1990-07-19 00:00:00,1990,Nushagak River,870.0
15492,1990-07-20 00:00:00,1990,Nushagak River,913.0
15493,1990-07-21 00:00:00,1990,Nushagak River,1257.0
15494,1990-07-22 00:00:00,1990,Nushagak River,2899.0
15495,1990-07-23 00:00:00,1990,Nushagak River,3706.0
15496,1990-07-24 00:00:00,1990,Nushagak River,3409.0
15497,1990-07-25 00:00:00,1990,Nushagak River,847.0
15498,1990-07-26 00:00:00,1990,Nushagak River,780.0
15499,1990-07-27 00:00:00,1990,Nushagak River,694.0
15500,1990-07-28 00:00:00,1990,Nushagak River,1319.0
15501,1990-07-29 00:00:00,1990,Nushagak River,1241.0
15502,1990-07-30 00:00:00,1990,Nushagak River,1242.0
15503,1990-07-31 00:00:00,1990,Nushagak River,775.0
15504,1990-08-01 00:00:00,1990,Nushagak River,130.0
15505,1990-08-02 00:00:00,1990,Nushagak River,184.0
15506,1990-08-03 00:00:00,1990,Nushagak River,735.0
15507,1990-08-04 00:00:00,1990,Nushagak River,188.0
15508,1990-08-05 00:00:00,1990,Nushagak River,1175.0
15509,1990-08-06 00:00:00,1990,Nushagak River,2993.0
15510,1990-08-07 00:00:00,1990,Nushagak River,1788.0
15511,1990-08-08 00:00:00,1990,Nushagak River,5030.0
15512,1990-08-09 00:00:00,1990,Nushagak River,867.0
15513,1990-08-13 00:00:00,1990,Nushagak River,236.0
15514,1990-08-14 00:00:00,1990,Nushagak River,177.0
15515,1990-06-15 00:00:00,1990,Kasilof River (sockeye),630.0
15516,1990-06-16 00:00:00,1990,Kasilof River (sockeye),574.0
15517,1990-06-17 00:00:00,1990,Kasilof River (sockeye),564.0
15518,1990-06-18 00:00:00,1990,Kasilof River (sockeye),593.0
15519,1990-06-19 00:00:00,1990,Kasilof River (sockeye),415.0
15520,1990-06-20 00:00:00,1990,Kasilof River (sockeye),481.0
15521,1990-06-21 00:00:00,1990,Kasilof River (sockeye),481.0
15522,1990-06-22 00:00:00,1990,Kasilof River (sockeye),603.0
15523,1990-06-23 00:00:00,1990,Kasilof River (sockeye),508.0
15524,1990-06-24 00:00:00,1990,Kasilof River (sockeye),418.0
15525,1990-06-25 00:00:00,1990,Kasilof River (sockeye),571.0
15526,1990-06-26 00:00:00,1990,Kasilof River (sockeye),679.0
15527,1990-06-27 00:00:00,1990,Kasilof River (sockeye),854.0
15528,1990-06-28 00:00:00,1990,Kasilof River (sockeye),951.0
15529,1990-06-29 00:00:00,1990,Kasilof River (sockeye),1309.0
15530,1990-06-30 00:00:00,1990,Kasilof River (sockeye),2047.0
15531,1990-07-01 00:00:00,1990,Kasilof River (sockeye),2102.0
15532,1990-07-02 00:00:00,1990,Kasilof River (sockeye),1822.0
15533,1990-07-03 00:00:00,1990,Kasilof River (sockeye),2278.0
15534,1990-07-04 00:00:00,1990,Kasilof River (sockeye),3792.0
15535,1990-07-05 00:00:00,1990,Kasilof River (sockeye),4806.0
15536,1990-07-06 00:00:00,1990,Kasilof River (sockeye),4947.0
15537,1990-07-07 00:00:00,1990,Kasilof River (sockeye),2688.0
15538,1990-07-08 00:00:00,1990,Kasilof River (sockeye),3637.0
15539,1990-07-09 00:00:00,1990,Kasilof River (sockeye),2927.0
15540,1990-07-10 00:00:00,1990,Kasilof River (sockeye),913.0
15541,1990-07-11 00:00:00,1990,Kasilof River (sockeye),1597.0
